"id","name","nickname","dob","age","height","weight","reach","stance","winstreak","wins","losses","draws","belt","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg"
812,"Justin Davis","Dangerous","Apr 01, 1983",42,"5' 11""",205,0.0,"",0,13,16,0,0,0.0,0,0.0,0,0.0,0,0,0.0
813,"Alexis Davis","","Oct 04, 1984",40,"5' 6""",135,68.0,"Orthodox",1,21,11,0,0,4.63,49,4.45,54,0.95,44,34,0.7
814,"Danny Davis","","Jul 28, 1982",42,"6' 2""",170,0.0,"",0,13,11,1,0,0.0,0,0.0,0,0.0,0,0,0.0
815,"Brandon Davis","Killer B","May 08, 1990",35,"5' 10""",135,72.0,"Orthodox",0,14,10,0,0,4.68,35,4.62,58,0.74,42,57,0.1
816,"Mike Davis","Beast Boy","Oct 07, 1992",32,"6' 0""",155,72.0,"Orthodox",0,11,3,0,0,4.68,52,5.19,54,2.48,44,57,0.5
817,"Hakeem Dawodu","Mean","Jul 02, 1991",34,"5' 8""",145,73.0,"Orthodox",0,13,4,1,0,5.45,50,3.37,56,0.0,0,65,0.0
818,"Grant Dawson","KGD","Feb 20, 1994",31,"5' 10""",155,72.0,"Switch",3,23,2,1,0,3.2,52,2.11,44,3.87,40,57,1.1
819,"Jason Day","Dooms","May 19, 1981",44,"6' 0""",185,72.0,"Orthodox",0,19,12,0,0,3.61,54,3.46,47,1.13,100,0,0.0
820,"Martin Day","The Spartan","Nov 10, 1988",36,"5' 10""",145,73.0,"Orthodox",0,8,6,0,0,3.97,45,3.79,53,0.72,60,65,0.5
821,"Yorgan De Castro","The Mad Titan","Dec 19, 1986",38,"6' 0""",250,74.0,"Orthodox",0,6,3,0,0,2.46,43,3.85,53,0.0,0,77,0.0
822,"Geraldo de Freitas","Spartan","Sep 30, 1991",33,"5' 7""",135,72.0,"Orthodox",0,12,6,0,0,3.67,52,2.62,50,3.0,45,59,0.0
823,"Philip De Fries","","Apr 21, 1986",39,"6' 5""",250,79.0,"Orthodox",0,12,6,0,0,2.3,47,3.0,37,3.29,42,100,0.6
824,"Chris de la Rocha","","May 15, 1979",46,"6' 3""",250,80.0,"Orthodox",0,5,3,0,0,4.08,45,6.37,43,2.02,30,33,1.0
825,"Montana De La Rosa","","Feb 14, 1995",30,"5' 7""",125,68.0,"Orthodox",1,13,9,1,0,2.9,37,3.39,45,1.85,33,68,0.8
826,"Mark De La Rosa","Bumblebee","Aug 31, 1994",30,"5' 6""",135,65.0,"Orthodox",0,11,5,0,0,3.13,35,5.0,48,0.54,13,40,0.2
827,"Mike de la Torre","El Cucuy","Sep 22, 1986",38,"5' 11""",145,71.0,"Orthodox",0,14,7,0,0,3.21,39,4.75,51,0.36,16,83,0.0
828,"Rodrigo de Lima","Monstro","Mar 12, 1991",34,"5' 7""",155,0.0,"Orthodox",0,8,3,1,0,1.29,33,5.5,32,2.66,36,0,1.3
829,"Edilberto de Oliveira","Crocota","Nov 22, 1982",42,"6' 0""",170,0.0,"Orthodox",0,29,15,2,0,4.12,32,6.79,61,0.0,0,0,0.0
830,"Johil de Oliveira","","",0,"5' 6""",170,0.0,"Orthodox",0,17,15,1,0,0.51,34,0.73,58,1.1,50,44,0.6
831,"Jorge de Oliveira","Blade","Jan 22, 1980",45,"5' 8""",155,0.0,"Orthodox",0,9,2,0,0,1.26,31,4.84,48,0.0,0,22,0.0
832,"Jair De Oliveira","Mamute","May 09, 1996",29,"",265,0.0,"",0,6,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
833,"Isabela de Padua","Belinha","Sep 04, 1991",33,"5' 3""",125,64.0,"Orthodox",0,5,2,0,0,1.0,35,2.07,50,2.0,66,0,1.0
834,"Gloria de Paula","Glorinha","Jun 10, 1995",30,"5' 5""",115,67.0,"Orthodox",0,6,5,0,0,4.89,53,3.77,66,0.74,37,65,0.5
835,"Germaine de Randamie","The Iron Lady","Apr 24, 1984",41,"5' 9""",135,71.0,"Orthodox",0,10,5,0,0,2.57,46,2.0,65,0.0,0,65,0.4
836,"Reinier de Ridder","RdR","Sep 07, 1990",34,"6' 4""",185,78.0,"Southpaw",3,20,2,0,0,3.25,60,2.21,44,4.74,38,66,1.4
837,"Crezio de Souza","","",0,"",170,0.0,"Orthodox",0,1,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
838,"Carl Deaton","The Anishinaabe Kid","Nov 24, 1989",35,"5' 7""",155,69.0,"Orthodox",0,17,7,0,0,1.53,31,1.85,61,0.0,0,50,0.0
839,"Tom DeBlass","","May 14, 1982",43,"6' 0""",185,0.0,"Orthodox",0,9,2,0,0,1.5,35,4.43,37,1.0,50,28,0.5
840,"Issac DeJesus","","",0,"",145,0.0,"",1,12,7,1,0,0.0,0,0.0,0,0.0,0,0,0.0
841,"Rafael Del Real","","",0,"5' 11""",225,0.0,"",0,6,20,0,0,5.58,40,0.0,0,20.93,100,100,0.0
842,"Shane del Rosario","","Sep 23, 1983",41,"6' 4""",250,0.0,"Southpaw",0,11,2,0,0,3.93,60,2.97,54,1.2,40,16,2.4
843,"Wallen Del Rosario","","Mar 18, 1993",32,"5' 4""",125,67.0,"Orthodox",0,8,2,0,0,1.4,32,4.73,40,1.0,16,100,0.0
844,"Yadier del Valle","The Cuban Problem","Jul 29, 1996",28,"5' 9""",145,69.0,"Southpaw",2,9,0,0,0,7.49,67,3.46,52,2.51,42,66,1.7
845,"Humberto DeLeon","","Nov 12, 1989",35,"",135,0.0,"",0,7,7,0,0,0.0,0,0.0,0,0.0,0,0,0.0
846,"Rolando Delgado","Roli","Nov 22, 1981",43,"6' 3""",155,77.0,"Orthodox",0,11,6,1,0,1.56,40,1.83,62,1.17,22,0,3.5
847,"Israel Delgado","","",0,"5' 10""",155,0.0,"",0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
848,"Jose Delgado","","Apr 21, 1998",27,"5' 11""",145,74.0,"Switch",3,10,1,0,0,7.13,49,3.67,55,4.58,60,71,0.0
849,"Ante Delija","Walking Trouble","Aug 07, 1990",34,"6' 4""",245,0.0,"Orthodox",0,17,3,0,0,0.0,0,0.0,0,0.0,0,0,0.0
850,"Jack Della Maddalena","","Sep 10, 1996",28,"5' 11""",170,73.0,"Switch",9,18,2,0,1,6.84,52,4.53,64,0.16,11,69,0.2
851,"Roland Delorme","","Dec 18, 1983",41,"5' 9""",135,71.0,"Orthodox",0,9,5,0,0,2.28,44,4.32,40,2.51,34,42,1.6
852,"Jon Delos Reyes","The Heat","Aug 19, 1987",37,"5' 6""",125,67.0,"Orthodox",0,8,5,0,0,2.99,38,4.14,51,3.2,83,55,1.9
853,"Jason DeLucia","","Jul 24, 1969",55,"5' 11""",190,0.0,"Southpaw",0,33,21,1,0,0.0,0,0.0,0,0.0,0,0,0.0
854,"Justin DeMoney","","Jul 01, 1985",40,"",170,0.0,"",0,15,7,1,0,0.0,0,0.0,0,0.0,0,0,0.0
855,"Vanessa Demopoulos","Lil Monster","Sep 22, 1988",36,"5' 2""",125,59.0,"Orthodox",0,11,8,0,0,3.37,39,5.39,41,0.32,9,26,0.4
856,"Chris Dempsey","","Sep 08, 1987",37,"5' 10""",185,72.0,"Orthodox",0,11,5,0,0,2.25,32,2.82,65,2.64,23,16,0.0
857,"Nick Denis","The Ninja of Love","Oct 11, 1983",41,"5' 7""",135,0.0,"Orthodox",0,11,3,0,0,6.54,53,5.42,36,2.8,100,80,0.0
858,"Thomas Denny","The Wildman","Apr 19, 1971",54,"5' 10""",170,0.0,"Orthodox",0,27,21,1,0,2.36,45,4.69,40,1.48,17,42,1.5
859,"Robert Densley","The Wrecker","",0,"5' 9""",155,0.0,"",0,9,10,0,0,1.81,47,0.4,60,0.0,0,50,0.0
860,"Jason Dent","Dynamite","Jun 12, 1980",45,"5' 10""",155,71.0,"Orthodox",0,22,13,0,0,2.01,39,3.7,62,0.0,0,26,1.4
861,"Mackenzie Dern","","Mar 24, 1993",32,"5' 4""",115,63.0,"Orthodox",2,15,5,0,0,3.31,40,3.9,52,0.89,17,25,1.2
862,"Booker DeRousse","","Mar 23, 1981",44,"6' 2""",205,0.0,"",1,6,5,0,0,0.0,0,0.0,0,0.0,0,0,0.0
863,"Tony DeSouza","","Jul 26, 1974",50,"6' 0""",170,70.0,"Southpaw",0,11,4,0,0,1.12,52,1.57,41,2.25,42,40,1.5
864,"Robelis Despaigne","The Big Boy","Sep 09, 1988",36,"6' 7""",265,84.0,"Orthodox",0,5,2,0,0,2.11,59,2.54,46,0.0,0,50,0.0
865,"Cory Devela","The One","",0,"5' 0""",185,0.0,"Orthodox",0,16,7,0,0,4.07,41,4.0,47,1.07,12,62,0.0
866,"John Devine","","",0,"",0,0.0,"",1,6,4,0,0,1.52,18,2.28,57,0.0,0,0,0.0
867,"Edwin DeWees","Babyface","Aug 07, 1982",42,"6' 1""",185,0.0,"Orthodox",0,38,17,0,0,1.53,33,6.19,39,2.18,66,0,3.3
868,"Alessio Di Chirico","Manzo","Dec 12, 1989",35,"6' 0""",185,74.0,"Orthodox",0,13,7,0,0,3.32,39,3.44,61,1.46,39,83,0.0
869,"Cyrille Diabate","The Snake","Oct 06, 1973",51,"6' 6""",205,81.0,"Southpaw",0,19,10,1,0,4.06,71,1.78,60,1.17,83,53,0.2
870,"Thomas Diagne","","Sep 03, 1983",41,"6' 1""",154,0.0,"",0,6,6,1,0,4.53,48,4.53,63,2.0,100,66,0.0
871,"Marc Diakiese","Bonecrusher","Mar 16, 1993",32,"5' 10""",155,73.0,"Orthodox",1,17,7,0,0,2.54,40,2.64,52,3.29,43,66,0.0
872,"Tyler Diamond","","Mar 18, 1991",34,"5' 7""",145,69.0,"Orthodox",0,9,1,0,0,3.4,47,2.53,44,3.0,75,70,0.0
873,"Blood Diamond","","Jul 10, 1988",36,"5' 11""",170,76.0,"Switch",0,3,3,0,0,3.12,55,2.17,48,0.0,0,73,0.0
874,"Eldo Xavier Dias","","Jul 16, 1964",60,"5' 11""",180,0.0,"",0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
875,"Rafael Dias","","Oct 20, 1979",45,"5' 9""",145,0.0,"Orthodox",0,17,12,2,0,1.13,27,2.19,60,3.17,47,100,1.2
876,"Hacran Dias","Barnabe","Jun 16, 1984",41,"5' 8""",155,69.0,"Orthodox",0,23,6,1,0,2.08,41,3.31,55,2.5,39,76,0.5
877,"Victor Dias","Crazy Horse","Dec 26, 1990",34,"5' 6""",125,69.0,"Orthodox",0,11,3,0,0,2.87,44,5.8,55,5.0,41,0,0.0
878,"Luis Dias de Assis","","Nov 07, 1995",29,"",170,0.0,"",0,15,5,0,0,0.0,0,0.0,0,0.0,0,0,0.0
879,"Nick Diaz","","Aug 02, 1983",41,"6' 1""",170,76.0,"Southpaw",0,26,10,0,0,5.71,42,3.84,59,1.28,32,60,1.0
880,"Nate Diaz","","Apr 16, 1985",40,"6' 0""",170,76.0,"Southpaw",1,22,13,0,0,4.57,45,3.77,52,1.05,30,41,1.3
881,"Michael Diaz","","",0,"",260,0.0,"",0,1,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
882,"Ryan Diaz","","",0,"",145,0.0,"",0,13,14,0,0,0.0,0,0.0,0,0.0,0,0,0.0
883,"Adrian Diaz","","Apr 26, 1988",37,"5' 10""",145,0.0,"Southpaw",0,11,4,1,0,0.48,42,3.84,51,2.4,50,0,0.0
884,"Ozzy Diaz","","Nov 22, 1990",34,"6' 4""",185,79.0,"Orthodox",1,10,3,0,0,6.44,50,7.23,59,0.0,0,50,0.0
885,"Mark Dickman","Tricky","Jul 19, 1984",40,"5' 9""",145,0.0,"",0,11,3,0,0,0.0,0,0.0,0,0.0,0,0,0.0
886,"Josh Diekmann","The Freight Train","Oct 09, 1976",48,"5' 4""",246,0.0,"",0,15,8,0,0,0.28,5,8.17,25,0.0,0,0,0.0
887,"Kyle Dietz","","Apr 29, 1986",39,"5' 8""",135,0.0,"Orthodox",0,5,2,0,0,1.82,45,2.08,62,0.0,0,0,0.0
888,"Seth Dikun","","Aug 05, 1980",44,"5' 10""",135,69.0,"Orthodox",0,9,8,0,0,1.45,26,2.18,55,0.0,0,45,0.9
889,"TJ Dillashaw","","Feb 07, 1986",39,"5' 6""",135,67.0,"Orthodox",0,18,5,0,0,5.09,41,3.47,62,1.56,30,77,0.8
890,"Ralph Dillon","Rage","",0,"6' 2""",205,0.0,"Orthodox",0,0,2,1,0,0.34,14,0.69,60,0.0,0,0,0.0
891,"Drew Dimanlig","","",0,"",185,0.0,"",0,3,4,0,0,3.7,73,3.17,20,0.0,0,0,0.0
892,"Ding Meng","The Assassin","Sep 27, 1994",30,"6' 2""",170,73.0,"Orthodox",0,34,9,0,0,3.4,50,3.87,48,1.0,50,0,0.0
893,"Jhonata Diniz","","Jun 23, 1991",34,"6' 4""",254,79.0,"Orthodox",1,9,1,0,0,4.58,56,3.71,59,0.0,0,78,0.0
894,"Helio Dipp","","",0,"6' 5""",185,0.0,"Orthodox",0,6,3,0,0,0.6,25,1.8,62,0.0,0,50,0.0
895,"Rico DiSciullo","","Oct 12, 1986",38,"5' 8""",135,0.0,"Orthodox",0,9,2,0,0,1.71,33,4.41,56,0.0,0,0,0.0
896,"Matt Dixon","Magic","Oct 09, 1995",29,"5' 10""",170,75.0,"Switch",0,9,1,0,0,1.97,43,4.56,37,3.06,30,0,0.0
897,"John Dixson","Big John","",0,"6' 0""",275,0.0,"Orthodox",0,15,22,0,0,0.0,0,0.0,0,0.0,0,0,0.0
898,"Anthony Do","","",0,"5' 4""",125,0.0,"",0,4,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
899,"Russell Doane","","Aug 13, 1986",38,"5' 7""",135,70.0,"Orthodox",0,15,8,0,0,1.75,40,1.68,53,2.11,45,52,0.8
900,"Drew Dober","","Oct 19, 1988",36,"5' 8""",155,70.0,"Southpaw",0,27,15,0,0,4.36,40,4.33,51,0.66,17,56,0.1
901,"Shana Dobson","Danger","Mar 30, 1989",36,"5' 6""",125,69.0,"Orthodox",0,4,5,0,0,3.34,37,5.2,50,0.84,50,14,0.0
902,"AJ Dobson","","Jan 18, 1992",33,"6' 1""",185,76.0,"Orthodox",0,7,3,0,0,4.29,46,5.31,46,1.67,75,65,0.3
903,"David Dodd","","Sep 22, 1973",51,"6' 2""",200,0.0,"Orthodox",0,4,7,0,0,0.0,0,0.0,0,0.0,0,0,0.0
904,"John Dodson","The Magician","Sep 26, 1984",40,"5' 3""",135,66.0,"Orthodox",0,22,12,0,0,3.2,40,3.58,61,0.71,28,82,0.0
905,"Joe Doerksen","El Dirte","Oct 09, 1977",47,"6' 0""",185,75.0,"Orthodox",0,51,16,0,0,1.43,42,2.79,50,2.02,33,33,2.3
906,"Mike Dolce","Skull Cracker","Apr 15, 1976",49,"5' 11""",185,0.0,"",0,5,10,0,0,0.0,0,0.0,0,0.0,0,0,0.0
907,"Roman Dolidze","","Jul 15, 1988",36,"6' 2""",185,76.0,"Orthodox",3,15,3,0,0,3.58,42,3.56,49,1.11,40,33,0.9
908,"Cameron Dollar","","May 12, 1987",38,"5' 11""",155,0.0,"Orthodox",0,11,5,0,0,5.04,38,2.94,61,0.0,0,0,0.0
909,"CB Dollaway","The Doberman","Aug 10, 1983",41,"6' 2""",185,76.0,"Orthodox",0,17,9,0,0,2.65,47,2.58,54,3.55,54,62,1.2
910,"Dennis Dombrow","","Mar 17, 1986",39,"",145,0.0,"",0,7,5,0,0,0.0,0,0.0,0,0.0,0,0,0.0
911,"OJ Dominguez","","",0,"",0,0.0,"",0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
912,"John Donaldson","J.T.","Jul 09, 1992",32,"5' 8""",145,0.0,"",0,2,2,0,0,1.21,23,4.22,51,0.0,0,0,0.0
913,"Dong Huaxiang","","Aug 21, 1998",26,"5' 3""",115,61.0,"Switch",0,12,3,0,0,3.5,59,3.13,65,4.0,44,100,0.0
914,"Cody Donovan","Donnybrook","Feb 20, 1981",44,"6' 3""",205,74.0,"Orthodox",0,8,5,0,0,5.61,59,5.44,45,1.67,28,0,1.7
915,"Houston Dorr","","",0,"6' 1""",210,0.0,"Orthodox",0,1,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
916,"Rafael Dos Anjos","","Oct 26, 1984",40,"5' 8""",170,70.0,"Southpaw",0,32,17,0,0,3.48,47,3.23,60,1.95,35,54,0.6
917,"Geronimo dos Santos","Mondragon","Aug 17, 1980",44,"6' 3""",264,0.0,"Orthodox",0,39,19,0,0,1.09,33,8.73,41,0.0,0,33,0.0
918,"Antonio Dos Santos","Junior Alpha","Jul 21, 1988",36,"5' 10""",185,0.0,"Orthodox",0,6,4,0,0,5.4,51,3.94,43,0.0,0,100,0.0
919,"Anderson Dos Santos","Berinja","Jul 24, 1985",39,"5' 5""",135,70.0,"Orthodox",0,21,9,0,0,2.7,25,5.37,49,0.98,14,66,0.7
920,"Acacio Dos Santos","Pequeno","Sep 29, 1991",33,"6' 4""",205,79.0,"Orthodox",0,14,5,0,0,1.27,41,1.4,43,0.0,0,31,0.0
921,"Rayanne dos Santos","","Jun 08, 1995",30,"5' 2""",115,62.0,"Orthodox",0,14,9,0,0,4.57,40,6.47,59,0.5,14,80,0.0
922,"Felipe dos Santos","Lipe Detona","Sep 11, 2000",24,"5' 7""",125,70.0,"Orthodox",0,8,3,0,0,3.75,39,3.8,41,0.0,0,20,0.5
923,"Tiago dos Santos e Silva","Trator","Apr 12, 1987",38,"5' 9""",145,70.0,"Orthodox",0,20,7,2,0,3.69,35,4.23,59,0.63,11,33,0.3
924,"Oleksandr Doskalchuk","","Mar 13, 1990",35,"5' 6""",125,0.0,"Southpaw",0,10,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
925,"David Douglas","Tarzan","Aug 16, 1981",43,"5' 11""",155,0.0,"",0,9,7,0,0,0.0,0,0.0,0,0.0,0,0,0.0
926,"Damion Douglas","","",0,"",170,0.0,"",1,4,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
927,"Lerryan Douglas","Gunslinger","Apr 27, 1995",30,"",145,0.0,"",0,12,5,0,0,0.0,0,0.0,0,0.0,0,0,0.0
928,"Cedric Doumbe","","Aug 13, 1992",32,"5' 10""",170,0.0,"",0,2,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
929,"John Dowdy","","",0,"",0,0.0,"",0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
930,"Jordan Dowdy","","",0,"",170,0.0,"",0,4,3,0,0,2.11,44,2.63,50,0.0,0,0,0.0
931,"Danny Downes","","Apr 08, 1986",39,"6' 0""",155,72.0,"Orthodox",0,8,3,0,0,1.66,34,3.53,37,0.0,0,37,0.5
932,"Derek Downey","","Apr 27, 1980",45,"6' 1""",185,0.0,"Orthodox",0,11,4,0,0,0.32,100,3.36,12,2.4,16,0,0.0
933,"John Doyle","The Iron Bull","Nov 21, 1976",48,"5' 11""",205,0.0,"Orthodox",0,11,22,0,0,3.5,44,10.51,27,0.0,0,0,0.0
934,"Edson Drago","","Aug 29, 1977",47,"6' 4""",220,0.0,"Orthodox",0,11,7,0,0,1.16,40,2.39,36,0.0,0,55,0.0
935,"Jimmy Drago","","Feb 18, 1995",30,"",170,0.0,"",0,7,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
936,"Anthony Drilich","","Mar 17, 1994",31,"5' 5""",125,65.0,"Southpaw",0,8,2,0,0,5.8,31,5.07,40,0.0,0,55,0.0
937,"Kyle Driscoll","KD","Sep 23, 1994",30,"5' 11""",145,74.0,"Orthodox",1,12,3,0,0,2.73,32,2.6,58,2.0,18,0,0.0
938,"Chris Drumm","","",0,"5' 8""",145,0.0,"",0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
939,"Tomasz Drwal","Gorilla","Jan 22, 1982",43,"6' 1""",205,76.0,"Orthodox",0,21,5,1,0,3.29,38,2.26,57,3.55,60,82,0.4
940,"Robert Drysdale","","Oct 05, 1981",43,"6' 3""",205,0.0,"Orthodox",0,7,0,0,0,0.0,0,0.0,0,7.32,100,0,21.9
941,"Hugo Duarte","","Aug 09, 1968",56,"6' 0""",240,0.0,"Orthodox",0,6,3,0,0,0.0,0,0.0,0,0.0,0,0,0.0
942,"Antonio Duarte","Tigre","",0,"5' 7""",135,0.0,"",0,19,7,0,0,4.55,40,4.18,57,0.0,0,60,0.0
943,"Joe Duarte","","Jan 25, 1977",48,"",155,0.0,"",0,10,4,0,0,2.27,38,4.0,53,3.0,50,69,1.0
944,"Yuneisy Duben","","Jul 08, 1996",29,"5' 4""",125,65.0,"Orthodox",0,6,1,0,0,13.53,48,10.75,53,0.0,0,0,0.0
945,"Matthieu Duclos","","Apr 04, 1995",30,"6' 3""",185,77.0,"Orthodox",0,6,3,0,0,3.93,37,6.81,46,0.0,0,100,0.0
946,"Emily Ducote","Gordinha","Jan 01, 1994",31,"5' 2""",115,63.0,"Orthodox",0,13,9,0,0,7.45,52,7.84,57,0.2,14,94,0.0
947,"Viktoriia Dudakova","","Jan 26, 1999",26,"5' 5""",115,67.0,"Orthodox",0,8,2,0,0,2.87,47,3.4,50,2.73,35,33,0.0
948,"Milana Dudieva","","Aug 04, 1989",35,"5' 3""",135,0.0,"Orthodox",0,11,6,0,0,0.87,31,3.43,58,2.34,45,0,0.0
949,"Adin Duenas","","Jul 02, 1988",37,"5' 6""",145,0.0,"",0,6,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
950,"Todd Duffee","","Dec 06, 1985",39,"6' 3""",260,78.0,"Orthodox",0,9,3,0,0,5.93,37,2.87,56,0.72,25,90,0.0
951,"Joe Duffy","Irish","Feb 18, 1988",37,"5' 10""",155,73.0,"Orthodox",0,16,5,0,0,2.68,34,3.78,54,0.96,66,64,0.7
952,"Jack Duffy","The Fury","Oct 02, 1995",29,"5' 7""",125,69.0,"Switch",0,7,1,0,0,5.07,69,2.13,52,0.0,0,62,0.0
953,"Alexis Dufresne","Sneaky Zebra","Aug 31, 1990",34,"5' 9""",135,0.0,"Orthodox",0,6,3,0,0,1.33,27,3.33,60,1.5,50,50,0.0
954,"Jessamyn Duke","The Gun","Jun 24, 1986",39,"5' 11""",135,73.0,"Orthodox",0,3,5,0,0,4.83,53,4.43,57,1.27,36,50,1.9
955,"Islam Dulatov","The Ripper","Aug 02, 1998",26,"6' 3""",170,75.0,"Orthodox",1,11,1,0,0,14.27,56,5.49,51,5.49,100,0,0.0
956,"Isaac Dulgarian","The Midwest Choppa","Jul 04, 1996",29,"5' 7""",145,71.0,"Orthodox",1,7,1,0,0,3.37,64,1.82,41,5.15,52,0,2.1
957,"Kelly Dullanty","Psycho","Nov 04, 1977",47,"5' 8""",155,0.0,"Orthodox",0,4,2,0,0,0.0,0,0.67,75,0.0,0,66,0.0
958,"Sedriques Dumas","The Reaper","Aug 06, 1995",29,"6' 2""",185,79.0,"Orthodox",0,10,3,0,0,2.1,45,2.5,55,1.25,35,40,0.2
959,"Norma Dumont","The Immortal","Oct 01, 1990",34,"5' 7""",135,67.0,"Orthodox",5,12,2,0,0,3.86,50,2.16,65,1.72,56,72,0.0
960,"Chris Duncan","The Problem","May 10, 1993",32,"5' 10""",155,71.0,"Orthodox",2,13,2,0,0,4.2,45,3.63,47,4.1,43,37,0.6
961,"Christian Leroy Duncan","CLD","Jul 24, 1995",29,"6' 2""",185,79.0,"Switch",1,11,2,0,0,4.75,59,3.01,51,0.24,11,72,0.0
962,"Evan Dunham","","Dec 18, 1981",43,"5' 10""",155,70.0,"Southpaw",0,18,9,1,0,5.33,39,3.54,61,1.82,33,79,1.0
963,"Alex Dunworth","","",0,"5' 8""",155,0.0,"",0,2,2,0,0,1.94,31,8.71,35,0.0,0,50,0.0
964,"Tom Duquesnoy","Fire Kid","Jun 21, 1993",32,"5' 7""",135,68.0,"Orthodox",1,16,2,0,0,3.83,45,5.3,62,0.42,25,46,0.0
965,"Ben Earwood","","",0,"5' 8""",170,0.0,"Orthodox",1,12,3,0,0,0.5,55,0.2,33,3.0,100,0,0.0
966,"Cody East","The Freight Train","Jun 29, 1988",37,"6' 3""",245,0.0,"Orthodox",0,12,3,0,0,4.15,43,7.32,40,3.97,100,16,0.0
967,"Marvin Eastman","The Beastman","Jun 08, 1971",54,"5' 9""",185,73.0,"Orthodox",0,18,15,1,0,2.21,35,3.92,42,1.38,33,81,0.0
968,"Mike Easton","The Hulk","Jan 25, 1984",41,"5' 6""",135,70.0,"Southpaw",0,13,6,0,0,3.51,37,4.28,61,0.75,22,66,0.0
969,"Maurice Eazel","","",0,"5' 7""",135,0.0,"",0,7,15,0,0,0.0,0,0.0,0,0.0,0,0,0.0
970,"Vincent Eazelle","The Real Deal","Dec 07, 1980",44,"5' 11""",155,0.0,"",0,9,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
971,"Ross Ebanez","The Boss","May 18, 1975",50,"5' 9""",154,0.0,"Southpaw",0,20,10,0,0,0.74,50,0.74,62,3.7,100,0,0.0
972,"Brian Ebersole","Bad Boy","Nov 27, 1980",44,"6' 0""",170,73.0,"Southpaw",0,51,18,1,0,2.32,49,2.14,56,1.7,23,61,0.1
973,"Roybert Echeverria","The Unbroken","Aug 21, 1995",29,"5' 5""",125,67.0,"Switch",0,7,1,0,0,2.95,53,2.52,57,0.0,0,71,2.6
974,"Mark Eddiva","","Feb 16, 1986",39,"5' 8""",145,68.0,"Orthodox",0,6,3,0,0,3.37,45,2.98,54,1.45,22,63,0.0
975,"Frankie Edgar","The Answer","Oct 16, 1981",43,"5' 6""",135,68.0,"Orthodox",0,23,11,1,0,3.77,40,2.82,65,2.29,31,65,0.3
976,"Abdul-Kerim Edilov","","Nov 25, 1991",33,"6' 2""",205,0.0,"Orthodox",1,17,4,0,0,10.22,61,0.13,92,3.98,100,0,2.0
977,"Johnny Eduardo","","Aug 03, 1978",46,"5' 7""",135,71.0,"Orthodox",0,28,13,0,0,2.95,39,3.22,63,0.22,20,58,0.4
978,"Yves Edwards","","Sep 30, 1976",48,"5' 9""",155,73.0,"Southpaw",0,42,22,1,0,2.91,42,2.34,66,0.76,53,69,0.7
979,"Justin Edwards","Fast Eddy","Jan 26, 1983",42,"5' 10""",155,70.0,"Orthodox",0,9,5,0,0,2.68,42,3.32,51,2.14,26,27,1.0
980,"Leon Edwards","Rocky","Aug 25, 1991",33,"6' 2""",170,74.0,"Southpaw",0,22,5,0,0,2.62,54,2.42,53,1.18,36,63,0.4
981,"Te Edwards","","Sep 11, 1990",34,"5' 8""",155,72.0,"Orthodox",0,6,3,0,0,1.5,41,4.15,44,0.72,100,44,0.0
982,"Adli Edwards","","Aug 28, 1989",35,"",145,0.0,"",0,4,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
983,"Joselyne Edwards","La Pantera","Sep 29, 1995",29,"5' 8""",135,70.0,"Orthodox",2,15,6,0,0,4.62,53,3.2,49,1.31,41,61,0.6
984,"Tom Egan","","",0,"5' 11""",170,0.0,"Orthodox",0,7,5,0,0,0.0,0,3.91,50,0.0,0,28,0.0
985,"Stephanie Egger","","Aug 12, 1988",36,"5' 6""",135,68.0,"Orthodox",0,8,5,0,0,2.2,46,2.48,52,2.48,42,50,0.6
986,"Justin Eilers","The Hammer","Jun 28, 1978",47,"6' 1""",235,0.0,"Orthodox",0,19,7,1,0,2.86,43,5.66,49,0.82,25,50,0.0
987,"Jon Olav Einemo","The Viking","Dec 10, 1975",49,"6' 6""",253,0.0,"Orthodox",0,6,3,0,0,2.15,52,3.05,52,1.73,55,43,0.0
988,"Per Eklund","","",0,"5' 10""",155,72.0,"Orthodox",0,14,5,1,0,2.07,61,2.38,67,2.07,11,50,3.6
989,"John Elam","","",0,"",0,0.0,"",0,2,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
