"id";"name";"nickname";"dob";"age";"height";"weight";"reach";"stance";"winstreak";"wins";"losses";"draws";"belt";"SLpM";"Str_Acc";"SApM";"Str_Def";"TD_Avg";"TD_Acc";"TD_Def";"Sub_Avg"
419;"Herbert Burns";"The Blaze";"Feb 02, 1988";37;"5' 9""";145;73.0;"Orthodox";0;11;6;0;0;1.86;36;5.17;41;2.94;34;66;1.8
422;"Yan Cabral";"";"May 13, 1983";42;"5' 11""";155;73.0;"Orthodox";0;13;3;0;0;2.02;47;1.98;62;2.89;35;37;1.2
423;"Alex Caceres";"Bruce Leeroy";"Jun 20, 1988";36;"5' 10""";145;73.0;"Southpaw";0;21;15;0;0;4.21;49;3.09;62;0.54;68;64;0.7
428;"Darrion Caldwell";"The Wolf";"Dec 19, 1987";37;"5' 10""";135;0.0;"";0;10;1;0;0;0.85;34;0.57;60;3.41;66;100;0.8
431;"Cynthia Calvillo";"";"Jul 13, 1987";37;"5' 4""";115;64.0;"Orthodox";0;9;6;1;0;4.41;38;4.12;64;1.8;44;77;0.8
436;"Fabricio Camoes";"Morango";"Dec 23, 1978";46;"5' 10""";155;71.0;"Orthodox";0;14;9;1;0;1.29;33;1.85;61;2.34;32;20;1.5
437;"Chris Camozzi";"";"Nov 20, 1986";38;"6' 2""";185;75.0;"Orthodox";0;24;13;0;0;3.57;44;2.96;56;0.27;19;57;0.5
444;"Will Campuzano";"";"May 27, 1986";39;"5' 9""";125;70.0;"Orthodox";0;14;6;0;0;2.43;31;3.82;57;0.88;45;48;0.2
446;"Chico Camus";"The King";"Jan 26, 1985";40;"5' 6""";125;66.0;"Orthodox";0;17;7;0;0;2.58;41;2.46;64;0.77;40;72;0.4
447;"Carlos Candelario";"The Cannon";"Jun 04, 1991";33;"5' 8""";125;68.0;"Southpaw";0;8;3;0;0;3.97;46;5.17;44;2.28;36;53;0.3
449;"Luiz Cane";"Banha";"Apr 24, 1981";44;"6' 2""";185;77.0;"Southpaw";0;17;7;0;0;4.79;41;5.0;60;0.56;28;100;0.3
450;"Guido Cannetti";"Ninja";"Dec 19, 1979";45;"5' 6""";135;68.0;"Southpaw";0;10;8;0;0;3.44;55;2.84;51;2.27;55;64;0.4
454;"Steve Cantwell";"The Robot";"Dec 08, 1986";38;"6' 2""";185;75.0;"Orthodox";0;7;6;0;0;3.63;34;5.76;55;0.65;30;80;0.7
456;"Phil Caracappa";"The Hitman";"Jun 05, 1992";32;"5' 8""";135;70.0;"Orthodox";0;6;1;0;0;2.93;50;4.07;29;1.0;8;100;1.0
457;"Gina Carano";"Conviction";"Apr 16, 1982";43;"5' 8""";145;0.0;"Orthodox";0;7;1;0;0;4.5;47;2.66;64;1.24;66;85;1.6
459;"Bryan Caraway";"Kid Lightning";"Aug 04, 1984";40;"5' 8""";135;68.0;"Orthodox";0;21;9;0;0;2.53;34;3.61;54;2.57;25;80;0.8
461;"Chris Cariaso";"Kamikaze";"May 27, 1981";44;"5' 3""";125;64.0;"Southpaw";0;17;8;0;0;3.35;43;2.23;61;1.11;39;57;0.8
462;"Antonio Carlos Junior";"Cara de Sapato";"Mar 16, 1990";35;"6' 2""";185;79.0;"Orthodox";0;11;5;0;0;1.95;42;2.14;52;3.42;39;53;0.8
463;"Spike Carlyle";"Alpha Ginger";"May 06, 1993";32;"5' 8""";145;71.0;"Switch";0;9;3;0;0;2.55;54;3.85;30;3.34;36;57;0.5
464;"Francis Carmont";"Limitless";"Oct 11, 1981";43;"6' 3""";205;78.0;"Orthodox";0;25;12;0;0;2.22;42;1.64;59;1.79;36;73;0.6
465;"Liz Carmouche";"Girlrilla";"Feb 19, 1984";41;"5' 6""";125;66.0;"Orthodox";0;13;7;0;0;2.78;54;2.51;61;2.57;51;65;0.3
466;"Roan Carneiro";"Jucao";"Jun 02, 1978";46;"5' 11""";170;76.0;"Orthodox";0;21;11;0;0;1.46;46;1.82;62;3.05;42;83;1.4
467;"Ariane Carnelossi";"Sorriso";"Nov 17, 1992";32;"5' 2""";115;61.0;"Orthodox";1;15;3;0;0;2.87;39;4.74;45;1.37;55;14;0.3
468;"Luana Carolina";"Dread";"Jun 11, 1993";31;"5' 6""";125;69.0;"Orthodox";3;11;4;0;0;4.81;50;3.54;50;0.34;37;74;0.6
470;"Clayton Carpenter";"";"Jun 09, 1996";28;"5' 6""";125;66.0;"Orthodox";0;8;1;0;0;3.91;55;2.75;55;2.23;46;42;1.5
477;"Johnny Case";"Hollywood";"Jun 28, 1989";35;"5' 10""";155;72.0;"Orthodox";0;22;6;0;0;3.95;38;2.66;61;1.7;45;72;0.2
478;"Kevin Casey";"King";"Jun 15, 1981";43;"5' 11""";185;77.0;"Southpaw";0;9;5;2;0;2.27;53;3.76;46;0.79;22;27;0.4
479;"Cortney Casey";"Cast Iron";"May 05, 1987";38;"5' 7""";125;67.0;"Orthodox";0;10;10;0;0;4.29;39;4.0;55;0.39;31;39;0.5
482;"John Castaneda";"Sexi Mexi";"Dec 18, 1991";33;"5' 6""";135;71.0;"Switch";0;21;8;0;0;4.42;50;4.94;53;1.68;37;73;0.1
484;"Danny Castillo";"Last Call";"Aug 25, 1979";45;"5' 9""";155;71.0;"Orthodox";0;17;10;0;0;2.57;42;1.96;62;2.95;38;63;0.2
486;"Nick Catone";"The Jersey Devil";"Sep 01, 1981";43;"6' 0""";185;72.0;"Southpaw";1;10;4;0;0;2.11;44;2.32;63;3.71;44;83;0.5
488;"Gesias Cavalcante";"JZ";"Jul 06, 1983";41;"5' 8""";155;71.0;"Orthodox";0;21;10;1;0;1.98;35;3.11;51;1.25;36;66;1.1
489;"Rafael Cavalcante";"Feijao";"Apr 14, 1980";45;"6' 1""";205;74.0;"Orthodox";0;12;7;0;0;2.71;53;3.62;49;0.6;40;63;0.1
492;"Magnus Cedenblad";"Jycken";"Apr 10, 1982";43;"6' 5""";185;79.0;"Orthodox";0;14;5;0;0;2.38;51;3.02;40;2.87;64;66;1.0
494;"Henry Cejudo";"Triple C";"Feb 09, 1987";38;"5' 4""";135;64.0;"Orthodox";0;16;5;0;0;3.82;47;3.46;59;1.84;31;76;0.1
495;"Adam Cella";"El Naturel";"Jun 26, 1985";39;"6' 2""";170;0.0;"";0;6;8;0;0;1.91;42;2.61;51;3.92;75;50;1.3
496;"Katlyn Cerminara";"Blonde Fighter";"Dec 28, 1988";36;"5' 9""";125;68.0;"Orthodox";0;18;6;0;0;4.58;34;4.48;62;0.31;15;50;0.3
498;"Donald Cerrone";"Cowboy";"Mar 29, 1983";42;"6' 1""";155;73.0;"Orthodox";0;36;17;0;0;4.41;46;4.48;53;1.16;33;73;1.2
500;"Luan Chagas";"Tarzan";"Jun 17, 1993";31;"6' 0""";170;75.0;"Orthodox";0;15;3;1;0;4.16;47;3.19;62;0.32;12;85;0.3
503;"Alex Chambers";"Astro Girl";"Oct 25, 1978";46;"5' 3""";115;63.0;"Southpaw";0;5;5;0;0;2.97;54;5.1;50;2.31;41;53;1.0
504;"Michael Chandler";"Iron";"Apr 24, 1986";39;"5' 8""";155;71.0;"Orthodox";0;23;10;0;0;4.04;49;4.52;43;1.96;41;61;0.6
507;"Morgan Charriere";"The Last Pirate";"Oct 26, 1995";29;"5' 8""";145;69.0;"Orthodox";0;20;11;1;0;3.46;49;4.15;51;1.91;50;83;0.4
515;"Macy Chiasson";"";"Jul 27, 1991";33;"5' 11""";135;72.0;"Orthodox";2;11;3;0;0;3.77;46;2.79;44;2.37;38;70;0.4
516;"Giga Chikadze";"Ninja";"Aug 25, 1988";36;"6' 0""";145;74.0;"Orthodox";0;15;5;0;0;3.82;42;3.48;60;0.19;33;65;0.2
517;"Khamzat Chimaev";"Borz";"May 01, 1994";31;"6' 2""";185;75.0;"Orthodox";8;14;0;0;0;5.36;58;3.25;41;4.31;46;100;2.8
519;"Mu Bae Choi";"";"Jun 27, 1970";54;"6' 2""";230;0.0;"Orthodox";0;12;6;0;0;1.55;49;3.65;44;3.12;75;60;1.0
521;"Dooho Choi";"The Korean Superboy";"Apr 10, 1991";34;"5' 10""";145;70.0;"Orthodox";2;16;4;1;0;4.67;56;4.02;56;1.43;53;47;0.6
526;"John Cholish";"";"Dec 17, 1983";41;"5' 11""";155;74.0;"Orthodox";0;8;3;0;0;2.65;49;2.29;73;1.82;31;78;0.4
527;"Ryo Chonan";"Piranah";"Oct 08, 1976";48;"5' 9""";170;70.0;"Orthodox";0;22;13;0;0;2.57;43;2.25;60;0.61;41;39;0.3
535;"Hannah Cifers";"Shockwave";"Jun 26, 1992";32;"5' 1""";115;62.0;"Orthodox";0;10;7;0;0;4.99;44;5.39;52;0.26;100;64;0.3
539;"Logan Clark";"";"Feb 16, 1985";40;"6' 2""";185;0.0;"Orthodox";1;18;6;0;0;2.2;54;1.49;53;0.31;100;30;2.1
541;"Heather Clark";"Hurricane";"Sep 19, 1980";44;"5' 6""";115;64.0;"Orthodox";0;7;6;0;0;3.69;49;5.62;50;0.33;4;80;0.3
542;"Devin Clark";"Brown Bear";"Apr 12, 1990";35;"6' 0""";205;75.0;"Orthodox";0;14;9;0;0;3.03;54;3.24;44;2.17;32;58;0.1
543;"Jessica-Rose Clark";"";"Nov 28, 1987";37;"5' 5""";135;64.0;"Orthodox";0;11;9;0;0;3.73;51;3.51;58;1.66;42;62;0.3
546;"Mitch Clarke";"Danger Zone";"Nov 24, 1985";39;"5' 10""";155;73.0;"Orthodox";0;11;5;0;0;2.35;34;3.27;47;0.64;15;50;0.4
547;"Rich Clementi";"No Love";"Mar 31, 1976";49;"5' 9""";155;72.0;"Southpaw";0;45;23;1;0;1.43;37;2.29;60;1.72;42;25;1.1
554;"Marloes Coenen";"";"Mar 31, 1981";44;"5' 9""";145;67.0;"";1;23;8;0;0;2.15;51;1.9;67;0.82;30;41;2.5
561;"Mark Coleman";"The Hammer";"Dec 20, 1964";60;"6' 1""";205;75.0;"Orthodox";0;16;10;0;0;1.88;52;2.62;40;3.89;40;50;0.8
563;"Clay Collard";"Cassius";"Mar 10, 1993";32;"5' 11""";145;73.0;"Orthodox";0;14;7;0;0;4.22;32;5.0;50;2.81;39;71;0.5
564;"Jamie Colleen";"";"Nov 02, 1985";39;"5' 3""";115;65.0;"Orthodox";0;4;1;0;0;3.11;61;5.66;33;0.52;33;50;1.6
565;"Jake Collier";"The Prototype";"Oct 25, 1988";36;"6' 3""";230;78.0;"Orthodox";0;13;10;0;0;5.8;44;5.08;50;0.71;33;67;0.6
570;"Carlos Condit";"The Natural Born Killer";"Apr 26, 1984";41;"6' 2""";170;75.0;"Orthodox";0;32;14;0;0;3.66;39;2.67;55;0.59;46;38;1.0
571;"Tristan Connelly";"Boondock";"Dec 12, 1985";39;"5' 10""";145;68.0;"Orthodox";0;14;8;0;0;3.31;51;2.96;50;0.33;14;60;0.3
578;"Amanda Cooper";"ABC";"Oct 22, 1991";33;"5' 3""";115;64.0;"Switch";0;3;5;0;0;3.55;44;3.2;51;1.53;38;28;1.8
585;"Daniel Cormier";"DC";"Mar 20, 1979";46;"5' 11""";235;72.0;"Orthodox";0;22;3;0;0;4.25;52;2.92;54;1.83;44;80;0.4
586;"Nora Cornolle";"";"Dec 06, 1989";35;"5' 7""";135;67.0;"Orthodox";1;9;2;0;0;3.07;54;1.91;62;0.33;11;50;0.3
589;"Waldo Cortes-Acosta";"Salsa Boy";"Oct 03, 1991";33;"6' 4""";260;78.0;"Orthodox";4;13;1;0;0;5.76;49;3.47;55;0.49;50;66;0.2
590;"Tracy Cortez";"";"Dec 10, 1993";31;"5' 5""";115;65.0;"Orthodox";0;11;2;0;0;3.72;47;3.02;57;2.09;45;62;0.3
592;"Louis Cosce";"";"Aug 27, 1995";29;"5' 9""";170;71.0;"Orthodox";0;7;2;0;0;4.31;45;5.35;47;1.04;20;50;0.5
597;"Melquizael Costa";"Melk Cauthy";"Sep 14, 1996";28;"5' 10""";145;71.0;"Southpaw";4;24;7;0;0;4.44;49;3.09;54;1.96;38;58;1.2
600;"Patrick Cote";"The Predator";"Feb 29, 1980";45;"5' 11""";170;75.0;"Orthodox";0;23;11;0;0;2.81;48;3.21;48;0.68;20;43;0.2
604;"Randy Couture";"The Natural";"Jun 22, 1963";61;"6' 1""";205;75.0;"Orthodox";0;19;11;0;0;2.85;57;1.53;59;2.78;46;58;0.5
606;"Ryan Couture";"";"Aug 27, 1982";42;"5' 10""";155;73.0;"Orthodox";0;11;5;0;0;3.54;45;2.87;54;1.55;29;46;1.3
608;"Colby Covington";"Chaos";"Feb 22, 1988";37;"5' 11""";170;72.0;"Orthodox";0;17;5;0;0;3.81;38;3.09;54;3.64;42;68;0.2
613;"Paul Craig";"Bearjew";"Nov 27, 1987";37;"6' 3""";205;76.0;"Orthodox";0;17;9;1;0;2.52;44;3.03;43;1.52;20;37;1.4
616;"Tim Credeur";"";"Jul 09, 1977";47;"6' 3""";185;75.0;"Orthodox";0;12;4;0;0;3.59;30;3.13;57;0.41;100;50;3.3
617;"Kevin Croom";"Crash";"Jul 15, 1987";37;"5' 11""";135;73.0;"Orthodox";0;21;15;0;0;2.65;34;3.1;41;0.48;5;30;0.5
620;"Allen Crowder";"Pretty Boy";"Nov 08, 1989";35;"6' 3""";245;76.0;"Orthodox";0;10;4;0;0;2.95;51;2.95;56;1.85;33;100;1.2
621;"Daron Cruickshank";"Detroit Superstar";"Jun 11, 1985";39;"5' 8""";155;72.0;"Switch";0;18;10;0;0;2.88;38;2.98;57;2.04;41;60;0.2
622;"Richard Crunkilton";"Cleat";"Nov 25, 1979";45;"5' 7""";155;0.0;"Orthodox";0;19;4;0;0;1.72;41;1.45;58;4.08;61;65;1.3
623;"Jimmy Crute";"";"Mar 04, 1996";29;"6' 2""";205;74.0;"Orthodox";0;12;4;2;0;4.37;53;3.63;42;3.86;52;58;1.6
624;"Marcio Cruz";"Pe de Pano";"Apr 24, 1978";47;"6' 4""";232;0.0;"Orthodox";0;8;3;0;0;2.92;46;1.51;68;0.53;7;37;1.6
625;"Dominick Cruz";"The Dominator";"Mar 09, 1985";40;"5' 8""";135;68.0;"Orthodox";0;24;4;0;0;3.91;33;2.61;70;2.82;42;83;0.1
632;"Zak Cummings";"";"Aug 02, 1984";40;"6' 0""";205;75.0;"Southpaw";2;25;7;0;0;2.96;35;2.91;55;0.62;28;66;0.6
633;"Patrick Cummins";"Durkin";"Nov 16, 1980";44;"6' 2""";205;76.0;"Orthodox";0;10;7;0;0;4.26;50;3.35;55;4.49;41;28;0.1
634;"Luke Cummo";"";"Apr 27, 1980";45;"6' 0""";170;74.0;"Orthodox";0;6;6;0;0;1.74;43;1.5;59;0.89;55;42;1.4
637;"Henrique da Silva";"Frankenstein";"Sep 01, 1989";35;"6' 3""";205;76.0;"Orthodox";0;14;5;0;0;3.89;60;5.28;40;0.25;14;22;0.2
638;"Ariane da Silva";"Queen of Violence";"Jan 26, 1994";31;"5' 6""";125;67.0;"Orthodox";0;17;10;0;0;4.04;41;3.87;53;0.52;55;68;0.3
639;"Alex Da Silva";"Leko";"Feb 04, 1996";29;"5' 8""";155;73.0;"Orthodox";0;21;4;0;0;2.14;46;2.52;56;1.97;43;76;0.3
643;"Nicolas Dalby";"Danish Dynamite";"Nov 16, 1984";40;"5' 11""";170;74.0;"Orthodox";0;23;6;1;0;4.05;43;3.69;52;0.98;27;58;0.1
646;"Aisling Daly";"Ais the Bash";"Dec 24, 1987";37;"5' 2""";115;64.0;"Orthodox";1;16;6;0;0;2.92;52;1.4;55;2.15;41;33;0.9
648;"Rodrigo Damm";"";"Feb 03, 1980";45;"5' 7""";155;71.0;"Orthodox";0;13;9;0;0;3.5;36;5.61;57;0.44;16;80;0.3
656;"Mac Danzig";"";"Jan 02, 1980";45;"5' 8""";155;70.0;"Orthodox";0;21;12;1;0;3.39;48;3.44;57;1.2;37;46;0.6
658;"Beneil Dariush";"";"May 06, 1989";36;"5' 10""";155;72.0;"Southpaw";0;22;6;1;0;3.78;48;2.65;57;1.9;34;80;0.9
660;"Kyle Daukaus";"";"Feb 27, 1993";32;"6' 3""";185;76.0;"Southpaw";0;11;4;0;0;3.22;52;2.94;42;2.12;25;82;1.9
662;"Marcus Davis";"The Irish Hand Grenade";"Aug 24, 1973";51;"5' 10""";170;70.0;"Southpaw";0;22;11;0;0;2.72;39;2.79;65;1.6;48;47;1.4
663;"LC Davis";"";"Oct 28, 1980";44;"5' 8""";135;69.0;"Southpaw";0;23;8;0;0;2.04;30;2.1;59;2.27;46;66;0.2
664;"Phil Davis";"Mr. Wonderful";"Sep 25, 1984";40;"6' 2""";205;79.0;"Orthodox";0;17;4;0;0;2.85;34;1.33;72;2.99;38;72;0.6
666;"Alexis Davis";"";"Oct 04, 1984";40;"5' 6""";135;68.0;"Orthodox";1;21;11;0;0;4.63;49;4.45;54;0.95;44;34;0.7
668;"Brandon Davis";"Killer B";"May 08, 1990";35;"5' 10""";135;72.0;"Orthodox";0;14;10;0;0;4.68;35;4.62;58;0.74;42;57;0.1
669;"Mike Davis";"Beast Boy";"Oct 07, 1992";32;"6' 0""";155;72.0;"Orthodox";0;11;3;0;0;4.68;52;5.19;54;2.48;44;57;0.5
671;"Grant Dawson";"KGD";"Feb 20, 1994";31;"5' 10""";155;72.0;"Switch";3;23;2;1;0;3.2;52;2.11;44;3.87;40;57;1.1
673;"Martin Day";"The Spartan";"Nov 10, 1988";36;"5' 10""";145;73.0;"Orthodox";0;8;6;0;0;3.97;45;3.79;53;0.72;60;65;0.5
676;"Philip De Fries";"";"Apr 21, 1986";39;"6' 5""";250;79.0;"Orthodox";0;12;6;0;0;2.3;47;3.0;37;3.29;42;100;0.6
677;"Chris de la Rocha";"";"May 15, 1979";46;"6' 3""";250;80.0;"Orthodox";0;5;3;0;0;4.08;45;6.37;43;2.02;30;33;1.0
678;"Montana De La Rosa";"";"Feb 14, 1995";30;"5' 7""";125;68.0;"Orthodox";1;13;9;1;0;2.9;37;3.39;45;1.85;33;68;0.8
679;"Mark De La Rosa";"Bumblebee";"Aug 31, 1994";30;"5' 6""";135;65.0;"Orthodox";0;11;5;0;0;3.13;35;5.0;48;0.54;13;40;0.2
686;"Gloria de Paula";"Glorinha";"Jun 10, 1995";29;"5' 5""";115;67.0;"Orthodox";0;6;5;0;0;4.89;53;3.77;66;0.74;37;65;0.5
688;"Reinier de Ridder";"RdR";"Sep 07, 1990";34;"6' 4""";185;78.0;"Southpaw";3;20;2;0;0;3.25;60;2.21;44;4.74;38;66;1.4
690;"Tom DeBlass";"";"May 14, 1982";43;"6' 0""";185;0.0;"Orthodox";0;9;2;0;0;1.5;35;4.43;37;1.0;50;28;0.5
691;"Shane del Rosario";"";"Sep 23, 1983";41;"6' 4""";250;0.0;"Southpaw";0;11;2;0;0;3.93;60;2.97;54;1.2;40;16;2.4
693;"Yadier del Valle";"The Cuban Problem";"Jul 29, 1996";28;"5' 9""";145;69.0;"Southpaw";2;9;0;0;0;7.49;67;3.46;52;2.51;42;66;1.7
698;"Jack Della Maddalena";"";"Sep 10, 1996";28;"5' 11""";170;73.0;"Switch";9;18;2;0;1;6.84;52;4.53;64;0.16;11;69;0.2
699;"Roland Delorme";"";"Dec 18, 1983";41;"5' 9""";135;71.0;"Orthodox";0;9;5;0;0;2.28;44;4.32;40;2.51;34;42;1.6
700;"Jon Delos Reyes";"The Heat";"Aug 19, 1987";37;"5' 6""";125;67.0;"Orthodox";0;8;5;0;0;2.99;38;4.14;51;3.2;83;55;1.9
703;"Vanessa Demopoulos";"Lil Monster";"Sep 22, 1988";36;"5' 2""";115;59.0;"Orthodox";0;11;7;0;0;3.49;41;5.23;41;0.36;11;25;0.5
706;"Thomas Denny";"The Wildman";"Apr 19, 1971";54;"5' 10""";170;0.0;"Orthodox";0;27;21;1;0;2.36;45;4.69;40;1.48;17;42;1.5
708;"Mackenzie Dern";"";"Mar 24, 1993";32;"5' 4""";115;63.0;"Orthodox";2;15;5;0;0;3.31;40;3.9;52;0.89;17;25;1.2
710;"Tony DeSouza";"";"Jul 26, 1974";50;"6' 0""";170;70.0;"Southpaw";0;11;4;0;0;1.12;52;1.57;41;2.25;42;40;1.5
720;"Rafael Dias";"";"Oct 20, 1979";45;"5' 9""";145;0.0;"Orthodox";0;17;12;2;0;1.13;27;2.19;60;3.17;47;100;1.2
721;"Hacran Dias";"Barnabe";"Jun 16, 1984";40;"5' 8""";155;69.0;"Orthodox";0;23;6;1;0;2.08;41;3.31;55;2.5;39;76;0.5
723;"Nick Diaz";"";"Aug 02, 1983";41;"6' 1""";170;76.0;"Southpaw";0;26;10;0;0;5.71;42;3.84;59;1.28;32;60;1.0
724;"Nate Diaz";"";"Apr 16, 1985";40;"6' 0""";170;76.0;"Southpaw";1;22;13;0;0;4.57;45;3.77;52;1.05;30;41;1.3
731;"TJ Dillashaw";"";"Feb 07, 1986";39;"5' 6""";135;67.0;"Orthodox";0;18;5;0;0;5.09;41;3.47;62;1.56;30;77;0.8
737;"Russell Doane";"";"Aug 13, 1986";38;"5' 7""";135;70.0;"Orthodox";0;15;8;0;0;1.75;40;1.68;53;2.11;45;52;0.8
738;"Drew Dober";"";"Oct 19, 1988";36;"5' 8""";155;70.0;"Southpaw";0;27;15;0;0;4.36;40;4.33;51;0.66;17;56;0.1
740;"AJ Dobson";"";"Jan 18, 1992";33;"6' 1""";185;76.0;"Orthodox";0;7;3;0;0;4.29;46;5.31;46;1.67;75;65;0.3
743;"Joe Doerksen";"El Dirte";"Oct 09, 1977";47;"6' 0""";185;75.0;"Orthodox";0;51;16;0;0;1.43;42;2.79;50;2.02;33;33;2.3
745;"Roman Dolidze";"";"Jul 15, 1988";36;"6' 2""";185;76.0;"Orthodox";3;15;3;0;0;3.58;42;3.56;49;1.11;40;33;0.9
747;"CB Dollaway";"The Doberman";"Aug 10, 1983";41;"6' 2""";185;76.0;"Orthodox";0;17;9;0;0;2.65;47;2.58;54;3.55;54;62;1.2
752;"Rafael Dos Anjos";"";"Oct 26, 1984";40;"5' 8""";170;70.0;"Southpaw";0;32;17;0;0;3.48;47;3.23;60;1.95;35;54;0.6
753;"Junior Dos Santos";"Cigano";"Jan 30, 1984";41;"6' 4""";238;77.0;"Orthodox";0;21;9;0;0;4.49;47;3.33;56;0.3;50;81;0.1
755;"Anderson Dos Santos";"Berinja";"Jul 24, 1985";39;"5' 5""";135;70.0;"Orthodox";0;21;9;0;0;2.7;25;5.37;49;0.98;14;66;0.7
759;"Tiago dos Santos e Silva";"Trator";"Apr 12, 1987";38;"5' 9""";145;70.0;"Orthodox";0;20;7;2;0;3.69;35;4.23;59;0.63;11;33;0.3
770;"Tomasz Drwal";"Gorilla";"Jan 22, 1982";43;"6' 1""";205;76.0;"Orthodox";0;21;5;1;0;3.29;38;2.26;57;3.55;60;82;0.4
772;"Dricus Du Plessis";"Stillknocks";"Jan 14, 1994";31;"6' 1""";185;76.0;"Switch";9;23;2;0;1;6.12;48;4.9;54;2.55;50;50;0.7
781;"Joe Duffy";"Irish";"Feb 18, 1988";37;"5' 10""";155;73.0;"Orthodox";0;16;5;0;0;2.68;34;3.78;54;0.96;66;64;0.7
784;"Jessamyn Duke";"The Gun";"Jun 24, 1986";38;"5' 11""";135;73.0;"Orthodox";0;3;5;0;0;4.83;53;4.43;57;1.27;36;50;1.9
788;"Sedriques Dumas";"The Reaper";"Aug 06, 1995";29;"6' 2""";185;79.0;"Orthodox";0;10;3;0;0;2.1;45;2.5;55;1.25;35;40;0.2
790;"Chris Duncan";"The Problem";"May 10, 1993";32;"5' 10""";155;71.0;"Orthodox";2;13;2;0;0;4.2;45;3.63;47;4.1;43;37;0.6
792;"Evan Dunham";"";"Dec 18, 1981";43;"5' 10""";155;70.0;"Southpaw";0;18;9;1;0;5.33;39;3.54;61;1.82;33;79;1.0
794;"Albert Duraev";"";"Jan 05, 1989";36;"5' 11""";185;75.0;"Orthodox";0;16;5;0;0;2.99;40;3.01;59;1.97;29;66;0.6
795;"Reuben Duran";"";"Jul 02, 1983";41;"5' 7""";135;71.0;"Orthodox";0;11;7;1;0;3.19;49;2.61;50;0.98;23;25;0.7
796;"Cody Durden";"Custom Made";"Mar 29, 1991";34;"5' 7""";125;67.0;"Southpaw";0;17;7;1;0;3.52;45;4.29;49;4.06;47;73;0.8
802;"Brian Ebersole";"Bad Boy";"Nov 27, 1980";44;"6' 0""";170;73.0;"Southpaw";0;51;18;1;0;2.32;49;2.14;56;1.7;23;61;0.1
805;"Frankie Edgar";"The Answer";"Oct 16, 1981";43;"5' 6""";135;68.0;"Orthodox";0;23;11;1;0;3.77;40;2.82;65;2.29;31;65;0.3
807;"Johnny Eduardo";"";"Aug 03, 1978";46;"5' 7""";135;71.0;"Orthodox";0;28;13;0;0;2.95;39;3.22;63;0.22;20;58;0.4
808;"Yves Edwards";"";"Sep 30, 1976";48;"5' 9""";155;73.0;"Southpaw";0;42;22;1;0;2.91;42;2.34;66;0.76;53;69;0.7
809;"Justin Edwards";"Fast Eddy";"Jan 26, 1983";42;"5' 10""";155;70.0;"Orthodox";0;9;5;0;0;2.68;42;3.32;51;2.14;26;27;1.0
810;"Leon Edwards";"Rocky";"Aug 25, 1991";33;"6' 2""";170;74.0;"Southpaw";0;22;5;0;0;2.62;54;2.42;53;1.18;36;63;0.4
813;"Joselyne Edwards";"La Pantera";"Sep 29, 1995";29;"5' 8""";135;70.0;"Orthodox";2;15;6;0;0;4.62;53;3.2;49;1.31;41;61;0.6
814;"Stephanie Egger";"";"Aug 12, 1988";36;"5' 6""";135;68.0;"Orthodox";0;8;5;0;0;2.2;46;2.48;52;2.48;42;50;0.6
817;"Evan Elder";"The Phenom";"Apr 11, 1997";28;"5' 10""";155;72.0;"Switch";3;10;2;0;0;5.66;50;4.94;57;0.48;15;40;0.5
820;"Saul Elizondo";"";"Jul 17, 1985";39;"5' 7""";135;0.0;"";0;6;8;0;0;2.07;30;4.93;48;2.0;100;66;1.0
821;"Darren Elkins";"The Damage";"May 16, 1984";41;"5' 10""";145;71.0;"Orthodox";0;29;12;0;0;3.4;38;3.34;51;2.87;34;56;1.1
822;"Jake Ellenberger";"The Juggernaut";"Mar 28, 1985";40;"5' 9""";170;71.0;"Orthodox";0;31;15;0;0;2.47;39;2.83;60;2.04;47;86;0.4
824;"Tim Elliott";"";"Dec 24, 1986";38;"5' 7""";125;66.0;"Southpaw";1;21;13;1;0;3.39;44;2.66;56;3.73;47;59;1.0
826;"Lisa Ellis";"";"Nov 15, 1982";42;"5' 4""";115;0.0;"";0;15;11;0;0;1.68;48;2.32;57;4.19;63;50;0.6
830;"Aaron Ely";"The Cyborg";"Mar 18, 1989";36;"5' 8""";135;0.0;"";0;5;2;0;0;0.82;15;0.66;69;2.47;100;50;4.9
832;"Ramazan Emeev";"Gorets";"May 23, 1987";38;"5' 10""";170;76.0;"Southpaw";0;20;6;0;0;2.53;45;2.14;65;2.37;29;66;0.7
833;"Aleksander Emelianenko";"";"Aug 02, 1981";43;"6' 6""";255;0.0;"Orthodox";0;23;7;0;0;2.75;41;1.7;65;2.32;72;66;0.9
834;"Fedor Emelianenko";"The Last Emperor";"Sep 28, 1976";48;"6' 0""";230;74.0;"Orthodox";3;36;5;0;0;3.18;51;1.0;63;2.0;63;82;1.9
835;"Rob Emerson";"The Saint";"Jul 30, 1981";43;"5' 9""";155;70.0;"Orthodox";0;18;12;0;0;2.5;30;2.83;64;2.02;52;65;0.4
836;"Jamall Emmers";"Pretty Boy";"Jul 24, 1989";35;"5' 10""";145;74.0;"Orthodox";1;21;8;0;0;5.45;49;4.07;56;1.74;40;80;0.2
837;"Josh Emmett";"CC0";"Mar 04, 1985";40;"5' 6""";145;70.0;"Orthodox";0;19;5;0;0;3.75;35;4.46;60;1.09;37;46;0.1
